recordStatus,lastDateModified,lastTimeModified,lastUserToModify,legDepartureDate,airlineCode,identifier,sequence,flightOriginDay,numericFlightDate,numGMTDate,STDudt,STAudt,tailNumber,numLastDateModified,flightStatus,origin,STDLocal,dispatchDesk,STDGMTVariance,destination,STALocal,STAGMTVariance,OAGEquipmentType,ACConfiguration,serviceType,originGate,ETDlocal,ETDudt,TAXIutc,OUTudt,OFFudt,destinationGate,ETAlocal,ETAudt,ONudt,INudt,previousTailNumber,ETE,DCNutc,ETOutc,EONutc,EDTCutc,flightType,newDepartureCity,newArrivalCity,SchedOAGEquipType,OAGEquipSubType,csvFSDailyID,tailNumBeforeCancel,CTAUTC,cancelled,replaced,ATCStatus,scheduledFlightType,aircraftRouting,mealService,hub,landingRestriction,headStartFlight,actualDeparture,specialFlight,actualArrival,scheduledTaxiOut,scheduledTaxiIn,STOSetByUser,STISetByUser,CTFlightNumber
,03JUL18,2359,POST,02JUL18,JBU, 445 ,10,02,20180702,20180702,2126,0017,178   ,20180703,SC01,SWF ,1726,13,-0400,MCO ,2017,-0400,E90 ,,,,1816,2216,,2231,2254,6   ,2059,0059,0052,0058,266 ,,,,,,0,,,E90 ,,4867103,,,,0,0,0,>1705 ,,JFK,2,0,2018-07-02 22:31:00.000,0,2018-07-03 00:58:00.000,15,7,0,0,0445
,03JUL18,0344,POST,02JUL18,JBU, 537 ,10,02,20180702,20180702,2142,0038,629   ,20180703,SC14,BDL ,1742,12,-0400,MCO ,2038,-0400,320 ,,,5   ,1814,2214,,2307,2320,8   ,2139,0139,0132,0137,661 ,,,,0144,,0,,,320 ,,4867784,,,,0,0,0,> 667 ,,JFK,3,0,2018-07-02 23:07:00.000,0,2018-07-03 01:37:00.000,15,7,0,0,0537
,03JUL18,0344,POST,02JUL18,JBU, 543 ,10,02,20180702,20180702,2322,0217,821   ,20180703,SC21,EWR ,1922,04,-0400,PBI ,2217,-0400,32A ,,,,1938,2338,,2344,0004,,2232,0232,0225,0231,536 ,,,,0236,,0,,,320 ,,4867795,,,,0,0,0,> 644 ,,JFK,3,0,2018-07-02 23:44:00.000,0,2018-07-03 02:31:00.000,25,7,0,0,0543
,03JUL18,0928,POST,02JUL18,JBU, 648 ,10,02,20180702,20180703,0430,0906,556   ,20180703,AU01,SLC ,2230,06,-0600,BOS ,0506,-0400,32C ,,,G4  ,2245,0445,,0446,0457,C27 ,0527,0927,0920,0927,,,,,,,0,,,32H ,,4868459,,,,0,0,0,> 891 ,,JFK,3,0,2018-07-03 04:46:00.000,0,2018-07-03 09:27:00.000,17,7,0,0,0648
,03JUL18,1111,POST,02JUL18,JBU, 670 ,10,02,20180702,20180703,0504,1032,554   ,20180703,SC30,SJC ,2204,16,-0700,JFK ,0632,-0400,320 ,,,,2257,0557,,0535,0550,,0708,1108,1101,1108,645 ,,,,,,0,,,320 ,,4868605,,,,0,0,0,>1533 ,,JFK,3,0,2018-07-03 05:35:00.000,0,2018-07-03 11:08:00.000,14,7,0,0,0670
,03JUL18,0043,POST,02JUL18,JBU, 705 ,10,02,20180702,20180702,1851,2159,641   ,20180703,SC05,EWR ,1451,04,-0400,FLL ,1759,-0400,320 ,,,,1520,1920,,1949,2010,,1836,2236,2229,2239,521 ,,,,2245,,0,,,320 ,,4868893,,,,0,0,0,> 706 ,,JFK,3,0,2018-07-02 19:49:00.000,0,2018-07-02 22:39:00.000,25,7,0,0,0705
,03JUL18,0445,POST,02JUL18,JBU, 714 ,10,02,20180702,20180702,2332,0315,571   ,20180703,AU01,DFW ,1832,05,-0500,BOS ,2315,-0400,32C ,,,E10 ,1856,2356,,0017,0038,C31 ,2359,0359,0352,0356,,,,,,,0,,,32H ,,4868926,,,,0,0,0,>1039 ,,JFK,3,0,2018-07-03 00:17:00.000,0,2018-07-03 03:56:00.000,15,7,0,0,0714
,03JUL18,0406,POST,02JUL18,JBU, 718 ,10,02,20180702,20180703,0255,0414,187   ,20180703,SC01,JFK ,2255,12,-0400,BOS ,0014,-0400,E90 ,,,,2330,0330,,0254,0319,C15 ,0009,0409,0402,0405,375 ,,,,,,0,,,E90 ,,4868959,,,,0,0,0,> 917 ,,JFK,3,0,2018-07-03 02:54:00.000,0,2018-07-03 04:05:00.000,29,7,0,0,0718
,02JUL18,1940,POST,02JUL18,JBU, 730 ,10,02,20180702,20180702,1433,1726,505   ,20180702,SC03,BQN ,1033,01,-0400,MCO ,1326,-0400,320 ,,,,1049,1449,,1446,1458,3   ,1336,1736,1729,1734,597 ,,,,1740,,0,,,320 ,,4869069,,,,0,0,0,> 733 ,,JFK,3,0,2018-07-02 14:46:00.000,0,2018-07-02 17:34:00.000,10,7,0,0,0730
,02JUL18,2342,POST,02JUL18,JBU, 786 ,10,02,20180702,20180702,1822,1958,316   ,20180702,SC01,RDU ,1422,18,-0400,JFK ,1558,-0400,E90 ,,,C10 ,1430,1830,,1850,1928,,1614,2014,2007,2013,198 ,,,,2010,,0,,,E90 ,,4869351,,,,0,0,0,>1119 ,,JFK,3,0,2018-07-02 18:50:00.000,0,2018-07-02 20:13:00.000,16,7,0,0,0786
,02JUL18,2142,POST,02JUL18,JBU, 842 ,10,02,20180702,20180702,1406,1605,634   ,20180702,SC03,SAV ,1006,01,-0400,JFK ,1205,-0400,320 ,,,,1124,1524,,1646,1659,,1442,1842,1835,1841,587 ,,,,,,0,,,320 ,,4869750,,,,0,0,0,> 651 ,,JFK,3,0,2018-07-02 16:46:00.000,0,2018-07-02 18:41:00.000,15,7,0,0,0842
,03JUL18,0344,POST,02JUL18,JBU, 854 ,10,02,20180702,20180702,2246,0020,206   ,20180703,SC14,DCA ,1846,12,-0400,BOS ,2020,-0400,E90 ,,,,1918,2318,,2328,2352,C31 ,2114,0114,0107,0109,306 ,,,,0105,,0,,,E90 ,,4869827,,,,0,0,0,>1427 ,,JFK,1,0,2018-07-02 23:28:00.000,0,2018-07-03 01:09:00.000,15,7,0,0,0854
,02JUL18,1941,POST,02JUL18,JBU, 892 ,10,02,20180702,20180702,1446,1748,571   ,20180702,AU01,TPA ,1046,09,-0400,BOS ,1348,-0400,32C ,,,,1142,1542,,1521,1535,C30 ,1412,1812,1805,1813,,,,,1812,,0,,,32H ,,4870078,,,,0,0,0,>1115 ,,JFK,3,0,2018-07-02 15:21:00.000,0,2018-07-02 18:13:00.000,14,7,0,0,0892
,03JUL18,0846,POST,02JUL18,JBU, 947 ,10,02,20180702,20180703,0359,0733,623   ,20180703,SC14,SEA ,2059,07,-0700,ANC ,2333,-0800,320 ,,,B11 ,2133,0433,,0441,0501,,0016,0816,0809,0812,633 ,,,,,,0,,,320 ,,4870318,,,,0,0,0,> 998 ,,JFK,3,0,2018-07-03 04:41:00.000,0,2018-07-03 08:12:00.000,14,7,0,0,0947
,02JUL18,2242,POST,02JUL18,JBU, 969 ,10,02,20180702,20180702,1740,1942,587   ,20180702,SC03,RIC ,1340,19,-0400,MCO ,1542,-0400,320 ,,,,1425,1825,,1824,1838,1   ,1611,2011,2004,2013,634 ,,,,2021,,0,,,320 ,,4870446,,,,0,0,0,>2090 ,,JFK,3,0,2018-07-02 18:24:00.000,0,2018-07-02 20:13:00.000,15,7,0,0,0969
,02JUL18,2342,POST,02JUL18,JBU,1020 ,10,02,20180702,20180702,1810,2205,559   ,20180702,SC05,POS ,1410,01,-0400,FLL ,1805,-0400,320 ,,,,1451,1851,,1846,1859,,1633,2033,2026,2029,652 ,,,,,,0,,,320 ,,4870718,,,,0,0,0,> 460 ,,JFK,3,0,2018-07-02 18:46:00.000,0,2018-07-02 20:29:00.000,15,7,0,0,1020
,03JUL18,0344,POST,02JUL18,JBU,1023 ,10,02,20180702,20180702,2251,0111,265   ,20180703,,DCA ,1851,14,-0400,MCO ,2111,-0400,E90 ,,,,1857,2257,,2314,2336,7   ,2124,0124,0117,0122,,,,,0130,,0,,,E90 ,,4870751,,,,0,0,0,> 933 ,,JFK,3,0,2018-07-02 23:14:00.000,0,2018-07-03 01:22:00.000,15,7,0,0,1023
